"ID","LabIDNum","Date","Year","Site","Treatment","PlotNum","Rep","Depth","RockMass","Tin mass (g)","tin+wet soil (g)","Tin+Dry (g)","Wet soil (g)","Dry soil (g)","% Moisture","Fraction of soild (g)","pH","Control wet (g)","Control dry (g)","NH4 corrected mg/L","NO3 corrected mg/L","Volume (L)","mg NH4/kg","mg NO3/kg soil","Field24","TOC mg/L","TN mg/L","Extractable Carbon ug C/g soil","Extractable Total Nitrogen ug TN/g soil","C%","H %","N %","Combustion C ugC/mg","Combustion H ugH/mg","Combustion N ugN/mg","WC","WS","WA","LOI","OM","Conductivity (us)","POM rock wt (g)","labeled flask and stopper (g)","sample wt (g)","wt of labeled beaker A (g)","weight of labeled beaker B (g)","wt of dried sample and beaker A (g)","weight of dried sample and beaker B(g)"
132,9196.00,38539.00,2009,"Triangle","Mow + Mow",17.00,4.00,10.00,7.26,1.29,25.03,23.25,23.74,21.96,8.10,0.92,4.99,25.20,23.31,2.37,0.00,0.10,10.19,0.00,101.88,173.48,11.38,758.27,49.75,17.67,1.21,2.86,176.70,12.10,28.60,11.87,12.28,12.14,35.73,24.78,144.60,,,,,,,
133,9185.00,38539.00,2009,"Triangle","Poast + Burn ",6.00,1.00,10.00,9.27,1.28,25.38,24.10,24.10,22.82,5.60,0.94,5.21,25.30,23.95,2.82,0.29,0.10,11.79,1.23,101.34,115.04,8.73,486.66,36.93,18.57,1.04,2.51,185.70,10.40,25.10,11.70,12.27,12.10,30.83,21.35,133.30,,,,,,,
134,9187.00,38539.00,2009,"Triangle","Poast + Burn ",8.00,2.00,10.00,0.70,1.29,21.56,19.31,20.27,18.02,12.48,0.88,5.48,25.10,22.31,3.19,0.15,0.10,14.32,0.71,102.78,128.28,10.15,590.90,46.78,17.01,0.98,2.67,170.10,9.80,26.70,11.19,11.68,11.51,34.96,24.24,161.20,,,,,,,
135,9190.00,38539.00,2009,"Triangle","Poast + Burn ",11.00,3.00,10.00,5.28,1.28,25.10,23.48,23.82,22.20,7.29,0.93,5.49,24.81,23.12,2.73,0.09,0.10,11.83,0.41,101.68,165.92,10.34,729.67,45.49,19.45,1.20,3.14,194.50,12.00,31.40,11.71,12.40,12.18,31.82,22.04,139.40,,,,,,,
136,9193.00,38539.00,2009,"Triangle","Poast + Burn ",14.00,4.00,10.00,5.01,1.30,25.09,23.62,23.79,22.32,6.58,0.93,5.26,25.02,23.47,4.48,0.46,0.10,19.10,1.99,101.54,193.56,15.48,837.31,66.99,17.92,1.28,3.05,179.20,12.80,30.50,12.28,12.82,12.64,32.79,22.72,135.20,,,,,,,
137,9182.00,38539.00,2009,"Triangle","Poast + Mow",3.00,1.00,10.00,2.08,1.30,24.78,21.81,23.48,20.51,14.48,0.87,5.21,25.25,22.05,1.10,0.01,0.10,5.01,0.06,103.19,90.20,4.41,422.01,20.66,17.62,1.02,2.13,176.20,10.20,21.30,12.25,12.74,12.58,31.84,22.06,125.10,,,,,,,
138,9184.00,38539.00,2009,"Triangle","Poast + Mow",5.00,2.00,10.00,4.82,1.30,25.08,21.45,23.78,20.15,18.01,0.84,5.46,25.29,21.42,0.99,0.02,0.10,4.64,0.12,103.86,63.80,2.76,309.21,13.39,20.09,1.01,2.35,200.90,10.10,23.50,11.55,11.94,11.77,42.66,29.63,152.10,,,,,,,
139,9198.00,38539.00,2009,"Triangle","Poast + Mow",19.00,3.00,10.00,3.09,1.29,24.52,22.73,23.23,21.44,8.34,0.92,5.07,25.12,23.18,2.51,0.02,0.10,10.85,0.11,101.93,200.84,11.67,883.04,51.31,19.12,1.16,2.91,191.20,11.60,29.10,11.76,12.20,12.03,38.02,26.38,155.60,,,,,,,
140,9199.00,38539.00,2009,"Triangle","Poast + Mow",20.00,4.00,10.00,7.79,1.29,24.37,21.68,23.08,20.39,13.19,0.88,4.87,24.93,22.02,1.63,0.01,0.10,7.42,0.05,102.90,80.56,5.86,376.40,27.39,21.60,1.20,2.93,216.00,12.00,29.30,11.59,12.04,11.85,42.57,29.57,168.40,,,,,,,
141,9142.00,38541.00,2009,"Weir","Control",3.00,1.00,10.00,9.21,1.28,25.04,23.56,23.76,22.28,6.64,0.93,4.87,25.28,23.70,1.14,0.21,0.10,4.83,0.88,101.57,67.88,4.32,290.85,18.54,15.80,0.95,2.23,158.00,9.50,22.30,11.53,12.03,11.92,21.68,14.95,57.20,12.71,"114.8089",10.00,113.22,112.62,120.07,115.92
142,9144.00,38541.00,2009,"Weir","Control",5.00,2.00,10.00,8.72,1.28,25.15,23.53,23.87,22.25,7.28,0.93,5.17,25.14,23.43,1.29,0.10,0.10,5.52,0.46,101.70,56.76,3.59,246.34,15.58,18.26,0.98,2.83,182.60,9.80,28.30,11.76,12.25,12.17,17.34,11.90,59.90,11.37,"107.4812",9.99,114.46,114.12,121.58,117.14
143,9149.00,38541.00,2009,"Weir","Control",10.00,3.00,10.00,8.23,1.29,24.84,23.37,23.55,22.08,6.65,0.93,5.06,25.21,23.63,1.14,0.13,0.10,4.84,0.59,101.57,62.88,3.74,270.21,16.10,11.79,1.10,1.68,117.90,11.00,16.80,11.27,11.76,11.65,21.99,15.16,50.70,21.73,"113.7982",10.00,120.40,111.66,127.58,114.61
144,9154.00,38541.00,2009,"Weir","Control",15.00,4.00,10.00,9.19,1.28,25.07,23.64,23.79,22.36,6.39,0.93,4.90,25.02,23.51,0.89,0.30,0.10,3.80,1.28,101.50,58.00,4.69,250.34,20.25,13.87,1.26,2.04,138.70,12.60,20.40,11.17,11.66,11.53,25.43,17.57,71.10,14.40,"112.0562",9.73,116.66,101.20,123.35,104.39
145,9140.00,38541.00,2009,"Weir","Mow + Burn",1.00,1.00,10.00,6.20,1.28,24.94,23.56,23.66,22.28,6.19,0.94,5.10,24.96,23.50,1.26,0.49,0.10,5.38,2.12,101.45,55.88,3.57,241.20,15.44,17.10,1.01,2.49,171.00,10.10,24.90,11.47,11.96,11.87,19.02,13.08,51.50,,,,,,,
146,9155.00,38541.00,2009,"Weir","Mow + Burn",16.00,2.00,10.00,12.83,1.29,24.96,23.91,23.67,22.62,4.64,0.95,4.88,25.25,24.12,1.49,0.14,0.10,6.19,0.59,101.12,86.44,6.70,362.24,28.07,11.04,1.14,1.72,110.40,11.40,17.20,11.47,11.96,11.85,22.42,15.46,77.80,,,,,,,
147,9157.00,38541.00,2009,"Weir","Mow + Burn",18.00,3.00,10.00,7.41,1.29,24.98,23.65,23.69,22.36,5.94,0.94,5.20,25.79,24.34,1.00,0.55,0.10,4.13,2.28,101.44,51.68,6.43,215.38,26.82,9.83,1.03,1.49,98.30,10.30,14.90,12.46,12.95,12.86,17.99,12.36,70.80,,,,,,,
148,9159.00,38541.00,2009,"Weir","Mow + Burn",20.00,4.00,10.00,7.14,1.29,25.02,23.35,23.73,22.06,7.57,0.92,5.25,25.01,23.24,1.05,0.18,0.10,4.54,0.79,101.76,77.08,4.87,337.36,21.34,17.29,1.08,2.52,172.90,10.80,25.20,12.30,12.78,12.67,24.50,16.92,109.40,,,,,,,
149,9143.00,38541.00,2009,"Weir","Mow + Mow",4.00,1.00,10.00,10.64,1.29,25.14,23.84,23.85,22.55,5.76,0.94,5.09,24.89,23.53,1.24,0.29,0.10,5.29,1.23,101.35,68.16,4.30,293.56,18.55,16.23,0.94,2.10,162.30,9.40,21.00,11.70,12.19,12.09,20.29,13.97,59.50,,,,,,,
150,9145.00,38541.00,2009,"Weir","Mow + Mow",6.00,2.00,10.00,9.04,1.29,25.16,23.60,23.87,22.31,6.99,0.93,5.08,25.16,23.51,0.96,0.11,0.10,4.10,0.50,101.64,80.08,4.17,346.13,18.05,10.39,1.00,1.68,103.90,10.00,16.80,11.56,12.05,11.94,23.03,15.89,46.50,,,,,,,
151,9152.00,38541.00,2009,"Weir","Mow + Mow",13.00,3.00,10.00,5.52,1.28,25.11,23.85,23.83,22.57,5.58,0.94,5.07,25.31,23.97,2.06,0.68,0.10,8.61,2.84,101.33,74.08,5.75,313.16,24.33,9.47,1.26,1.35,94.70,12.60,13.50,11.18,11.67,11.57,20.89,14.39,52.20,,,,,,,
152,9156.00,38541.00,2009,"Weir","Mow + Mow",17.00,4.00,10.00,7.18,1.28,24.98,23.76,23.70,22.48,5.42,0.94,5.05,25.02,23.73,1.34,0.64,0.10,5.67,2.71,101.28,55.40,5.58,236.44,23.83,9.15,1.28,1.44,91.50,12.80,14.40,11.72,12.22,12.15,13.27,9.05,70.20,,,,,,,
153,9147.00,38541.00,2009,"Weir","Poast + Burn ",8.00,1.00,10.00,9.34,1.29,25.25,23.70,23.96,22.41,6.91,0.93,5.14,25.06,23.43,0.89,0.49,0.10,3.80,2.10,101.62,56.52,3.38,245.04,14.65,13.19,1.04,2.12,131.90,10.40,21.20,11.27,11.76,11.66,20.74,14.29,54.20,,,,,,,
154,9150.00,38541.00,2009,"Weir","Poast + Burn ",11.00,2.00,10.00,9.06,1.29,25.11,23.86,23.82,22.57,5.53,0.94,4.91,25.13,23.81,1.70,1.62,0.10,7.16,6.82,101.31,73.64,6.32,313.34,26.89,11.66,1.14,1.76,116.60,11.40,17.60,10.96,11.45,11.36,18.30,12.58,47.40,,,,,,,
155,9153.00,38541.00,2009,"Weir","Poast + Burn ",14.00,3.00,10.00,8.25,1.29,25.01,23.47,23.72,22.18,6.94,0.93,4.86,25.22,23.58,1.11,0.36,0.10,4.73,1.55,101.63,57.96,4.76,249.79,20.51,11.54,1.20,2.12,115.40,12.00,21.20,11.85,12.34,12.23,21.84,15.05,40.70,,,,,,,
156,9158.00,38541.00,2009,"Weir","Poast + Burn ",19.00,4.00,10.00,10.33,1.29,25.16,24.08,23.87,22.79,4.73,0.95,5.17,25.02,23.88,1.43,2.21,0.10,6.01,9.27,101.13,58.24,6.77,246.56,28.66,11.02,1.06,1.50,110.20,10.60,15.00,11.80,12.29,12.20,17.50,12.02,79.30,,,,,,,
157,9141.00,38541.00,2009,"Weir","Poast + Mow",2.00,1.00,10.00,9.67,1.28,25.07,23.57,23.79,22.29,6.72,0.93,5.15,25.08,23.49,1.56,0.21,0.10,6.66,0.91,101.58,91.24,4.98,394.41,21.52,18.99,0.92,2.70,189.90,9.20,27.00,11.64,12.13,12.02,22.29,15.37,59.10,,,,,,,
158,9146.00,38541.00,2009,"Weir","Poast + Mow",7.00,2.00,10.00,7.65,1.29,25.27,23.13,23.98,21.84,9.79,0.91,4.97,24.91,22.68,0.85,0.25,0.10,3.78,1.14,102.22,73.24,4.45,330.00,20.07,12.68,1.00,1.77,126.80,10.00,17.70,12.04,12.53,12.39,27.89,19.29,78.40,,,,,,,
159,9148.00,38541.00,2009,"Weir","Poast + Mow",9.00,3.00,10.00,6.05,1.29,25.30,23.61,24.01,22.32,7.57,0.92,5.08,25.19,23.41,0.82,0.05,0.10,3.53,0.22,101.77,70.52,3.81,306.48,16.56,11.76,1.11,1.90,117.60,11.10,19.00,11.68,12.17,12.09,16.40,11.25,50.30,,,,,,,
160,9151.00,38541.00,2009,"Weir","Poast + Mow",12.00,4.00,10.00,7.78,1.29,25.00,23.21,23.71,21.92,8.16,0.92,4.99,24.78,22.90,1.09,0.25,0.10,4.78,1.11,101.87,83.92,4.88,373.16,21.71,10.32,1.22,1.41,103.20,12.20,14.10,11.74,12.23,12.10,26.77,18.51,60.50,,,,,,,
