
ModelNum VarNum Response Predictors    xR²      N*   Present      NaiveEst       xSSE         SST
    1579      3 germ.per          1  0.109     66.28      42        21.071      46430.      52116.    
    1581      3 germ.per          2  0.536     21.43      42        21.071      24160.      52116.    
    1583      3 germ.per          2  0.536     21.43      42        21.071      24160.      52116.    
    1585      3 germ.per          2  0.536     21.54      42        21.071      24162.      52116.    
    1587      3 germ.per          2  0.535     22.74      42        21.071      24240.      52116.    
    1589      3 germ.per          2  0.526     25.48      42        21.071      24678.      52116.    
    1591      3 germ.per          2  0.510     28.94      42        21.071      25544.      52116.    
    1593      3 germ.per          2  0.488     32.46      42        21.071      26670.      52116.    
    1595      3 germ.per          2  0.463     35.77      42        21.071      27964.      52116.    
    1597      3 germ.per          2  0.436     38.82      42        21.071      29370.      52116.    
    1599      3 germ.per          2  0.409     41.59      42        21.071      30820.      52116.    
    1601      3 germ.per          2  0.381     44.07      42        21.071      32246.      52116.    
    1603      3 germ.per          2  0.355     46.29      42        21.071      33596.      52116.    
    1605      3 germ.per          2  0.332     48.25      42        21.071      34838.      52116.    
    1607      3 germ.per          2  0.310     49.99      42        21.071      35961.      52116.    
    1609      3 germ.per          2  0.291     51.52      42        21.071      36964.      52116.    
    1611      3 germ.per          2  0.274     52.87      42        21.071      37855.      52116.    
    1613      3 germ.per          1  0.094     68.08      42        21.071      47201.      52116.    
    1615      3 germ.per          2  0.513     22.03      42        21.071      25389.      52116.    
    1617      3 germ.per          2  0.513     22.03      42        21.071      25389.      52116.    
    1619      3 germ.per          2  0.513     22.14      42        21.071      25390.      52116.    
    1621      3 germ.per          2  0.512     23.37      42        21.071      25452.      52116.    
    1623      3 germ.per          2  0.504     26.19      42        21.071      25858.      52116.    
    1625      3 germ.per          2  0.488     29.74      42        21.071      26689.      52116.    
    1627      3 germ.per          2  0.467     33.35      42        21.071      27782.      52116.    
    1629      3 germ.per          2  0.443     36.76      42        21.071      29044.      52116.    
    1631      3 germ.per          2  0.416     39.88      42        21.071      30420.      52116.    
    1633      3 germ.per          2  0.389     42.72      42        21.071      31842.      52116.    
    1635      3 germ.per          2  0.362     45.27      42        21.071      33242.      52116.    
    1637      3 germ.per          2  0.337     47.55      42        21.071      34567.      52116.    
    1639      3 germ.per          2  0.313     49.56      42        21.071      35788.      52116.    
    1641      3 germ.per          2  0.292     51.35      42        21.071      36892.      52116.    
    1643      3 germ.per          2  0.273     52.92      42        21.071      37879.      52116.    
    1645      3 germ.per          2  0.256     54.31      42        21.071      38756.      52116.    
    1647      3 germ.per          1  0.082     69.62      42        21.071      47864.      52116.    
    1649      3 germ.per          2  0.493     22.54      42        21.071      26441.      52116.    
    1651      3 germ.per          2  0.493     22.54      42        21.071      26441.      52116.    
    1653      3 germ.per          2  0.493     22.66      42        21.071      26441.      52116.    
    1655      3 germ.per          2  0.492     23.92      42        21.071      26488.      52116.    
    1657      3 germ.per          2  0.484     26.79      42        21.071      26867.      52116.    
    1659      3 germ.per          2  0.469     30.43      42        21.071      27667.      52116.    
    1661      3 germ.per          2  0.449     34.12      42        21.071      28732.      52116.    
    1663      3 germ.per          2  0.425     37.60      42        21.071      29969.      52116.    
    1665      3 germ.per          2  0.399     40.80      42        21.071      31319.      52116.    
    1667      3 germ.per          2  0.372     43.70      42        21.071      32717.      52116.    
    1669      3 germ.per          2  0.346     46.31      42        21.071      34094.      52116.    
    1671      3 germ.per          2  0.321     48.63      42        21.071      35399.      52116.    
    1673      3 germ.per          2  0.298     50.69      42        21.071      36601.      52116.    
    1675      3 germ.per          2  0.277     52.52      42        21.071      37690.      52116.    
    1677      3 germ.per          2  0.258     54.12      42        21.071      38663.      52116.    
    1679      3 germ.per          2  0.242     55.54      42        21.071      39527.      52116.    
    1681      3 germ.per          1  0.071     70.95      42        21.071      48434.      52116.    
    1683      3 germ.per          2  0.475     22.98      42        21.071      27343.      52116.    
    1685      3 germ.per          2  0.475     22.98      42        21.071      27343.      52116.    
    1687      3 germ.per          2  0.475     23.11      42        21.071      27341.      52116.    
    1689      3 germ.per          2  0.475     24.39      42        21.071      27377.      52116.    
    1691      3 germ.per          2  0.468     27.32      42        21.071      27731.      52116.    
    1693      3 germ.per          2  0.453     31.02      42        21.071      28506.      52116.    
    1695      3 germ.per          2  0.433     34.78      42        21.071      29547.      52116.    
    1697      3 germ.per          2  0.410     38.33      42        21.071      30761.      52116.    
    1699      3 germ.per          2  0.384     41.59      42        21.071      32090.      52116.    
    1701      3 germ.per          2  0.358     44.54      42        21.071      33467.      52116.    
    1703      3 germ.per          2  0.332     47.20      42        21.071      34825.      52116.    
    1705      3 germ.per          2  0.307     49.57      42        21.071      36112.      52116.    
    1707      3 germ.per          2  0.284     51.67      42        21.071      37300.      52116.    
    1709      3 germ.per          2  0.264     53.53      42        21.071      38375.      52116.    
    1711      3 germ.per          2  0.245     55.16      42        21.071      39336.      52116.    
    1713      3 germ.per          2  0.229     56.61      42        21.071      40190.      52116.    
